Order	Line_item	Date	Creative	Order_ID	Line_item_ID	Creative_ID	Agency_ID	Line_item_start_date	Line_item_end_date	Rate__	Goal_quantity	Total_impressions	Total_clicks	Total_CTR	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285826-1_RON_Now_Mobile Android Branded Background-Night(Clear, Rainy, Cloudy)_GEO-Cntxl DMA(Baltimore-512_GEO-IP Country(US)	2/7/2016	110737_mobile_BB_baltimore_cloudy night_320x50_12716	383538737	206321777	82656715457	-	1/27/2016	3/13/2016	14	143416	4868	30	0.0062	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285826-1_RON_Now_Mobile Android Branded Background-Night(Clear, Rainy, Cloudy)_GEO-Cntxl DMA(Baltimore-512_GEO-IP Country(US)	2/7/2016	110737_mobile_BB_baltimore_clear_320x50_12716	383538737	206321777	82656716177	-	1/27/2016	3/13/2016	14	143416	1527	11	0.0072	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285812-1_RON_Now_Mobile iPhone Branded Background-Day(Sunny, Rainy, Cloudy)_GEO-Cntxl DMA(Raleigh Durham-560)_GEO-IP Country(US)	2/7/2016	110737_iphone_bb_raleigh_cloudy day_320x50_12716	383538737	206322017	82658744657	-	1/27/2016	3/13/2016	14	209058	3776	36	0.0095	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285812-1_RON_Now_Mobile iPhone Branded Background-Day(Sunny, Rainy, Cloudy)_GEO-Cntxl DMA(Raleigh Durham-560)_GEO-IP Country(US)	2/7/2016	110737_iphone_bb_raleigh_sunny day_320x50_12716	383538737	206322017	82658788817	-	1/27/2016	3/13/2016	14	209058	10	0	0	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285812-1_RON_Now_Mobile iPhone Branded Background-Day(Sunny, Rainy, Cloudy)_GEO-Cntxl DMA(Raleigh Durham-560)_GEO-IP Country(US)	2/7/2016	110737_iphone_bb_raleigh_rainy day_320x50_12716	383538737	206322017	82658853737	-	1/27/2016	3/13/2016	14	209058	1954	14	0.0072	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285821-1_RON_Now_Mobile iPhone Branded Background-Night(Clear, Rainy, Cloudy)_GEO-Cntxl DMA(Baltimore-512)_GEO-IP Country(US)	2/7/2016	110737_mobile_BB_baltimore_rainy night_320x50_12716	383538737	206322257	82656714257	-	1/27/2016	3/13/2016	14	143416	36	0	0	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285821-1_RON_Now_Mobile iPhone Branded Background-Night(Clear, Rainy, Cloudy)_GEO-Cntxl DMA(Baltimore-512)_GEO-IP Country(US)	2/7/2016	110737_mobile_BB_baltimore_cloudy night_320x50_12716	383538737	206322257	82656715457	-	1/27/2016	3/13/2016	14	143416	2341	17	0.0073	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285821-1_RON_Now_Mobile iPhone Branded Background-Night(Clear, Rainy, Cloudy)_GEO-Cntxl DMA(Baltimore-512)_GEO-IP Country(US)	2/7/2016	110737_mobile_BB_baltimore_clear_320x50_12716	383538737	206322257	82656716177	-	1/27/2016	3/13/2016	14	143416	1634	13	0.008	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285767-1_RON_Now_Mobile Android Branded Background-Day(Sunny, Rainy, Cloudy)_GEO-Cntxl DMA(Tampa St Petersburg-539)_GEO-IP Country(US)	2/7/2016	110737_Android_BB_Tampa_Cloudy Day_320x50_01272016	383538737	206322497	82658300057	-	1/27/2016	3/13/2016	14	224142	4725	38	0.008	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285767-1_RON_Now_Mobile Android Branded Background-Day(Sunny, Rainy, Cloudy)_GEO-Cntxl DMA(Tampa St Petersburg-539)_GEO-IP Country(US)	2/7/2016	110737_Android_BB_Tampa_Rainy Day_320x50_01272016	383538737	206322497	82658301377	-	1/27/2016	3/13/2016	14	224142	264	0	0	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285755-1_RON_Now_Mobile Android Branded Background-Night(Clear, Rainy, Cloudy)_GEO-Cntxl DMA(Dallas Ft Worth-623)_GEO-IP Country(US)	2/7/2016	110737_mobile_BB_dallas_clear night_320x50_12716	383538737	206322737	82624409177	-	1/27/2016	3/13/2016	14	333315	14043	94	0.0067	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285755-1_RON_Now_Mobile Android Branded Background-Night(Clear, Rainy, Cloudy)_GEO-Cntxl DMA(Dallas Ft Worth-623)_GEO-IP Country(US)	2/7/2016	110737_mobile_BB_dallas_cloudy night_320x50_12716	383538737	206322737	82624470377	-	1/27/2016	3/13/2016	14	333315	442	0	0	
110737_Chick-Fil-A, Inc.- Catering Nuggets 2016	100285780-1_RON_Now_Mobile iPhone Branded Background-Day(Sunny, Rainy, CLoudy)_GEO-Cntxl DMA(Orlando Daytona-534)_GEO-IP Country(US)	2/7/2016	110737_iphone_BB_orlando_rainy day_320x50_12816	383538737	206322977	82732492217	-	1/27/2016	3/13/2016	14	356224	212	4	0.0189	
